Root,Total Occurrences,Josa Count,Eomi Count,MWE Count,MWE Examples
집중,2562,9,33,47,"에 집중한다, 만 집중하게, 에 집중해있, 에 집중했고, 에 집중하기, 에 집중하는, 에 집중했지만, 에 집중하고, 에 집중하였, 에 집중했으며,, 에 집중하면서, 에 집중하지, 에 집중하게, 에 집중하였으며, 에 집중하여, 에 집중할수, 에 집중했다, 만 집중하기, 에 집중하고자, 을 집중하여, 에 집중하면, 을 집중할수, 에 집중하도록, 이 집중하고, 을 집중하고, 에 집중하겠, 에 집중하며, 에 집중할것, 을 집중했다, 을 집중하는, 을 집중하였, 에 집중해야한다, 만 집중하는, 가 집중하고, 을 집중하기, 만 집중했다, 만 집중하고, 만 집중할수, 가 집중하는, 를 집중하여, 만 집중하여, 에 집중함으로써, 으로 집중하는, 만 집중하였, 에 집중하거나, 에 집중하려고, 에 집중해왔"
칭,2549,9,6,29,"로 칭하, 을 칭하, 으로 칭하, 을 칭할, 를 칭하, 라고 칭하, 라고 칭한, 이라고 칭하, 라고 칭했, 도 칭하, 을 칭함, 으로 칭했, 을 칭한, 를 칭할, 이라고 칭해, 를 칭했, 으로 칭함, 로 칭함, 로 칭할, 를 칭한, 로 칭했, 으로 칭해, 이라고 칭했, 을 칭했, 로 칭한, 으로 칭한, 로 칭해, 라고 칭해, 을 칭해"
침공,2536,10,48,59,"을 침공하고, 를 침공하고, 을 침공했다, 를 침공하며, 를 침공하면서, 을 침공하여, 을 침공하였, 을 침공하자, 를 침공하다, 에 침공하였, 를 침공하였, 을 침공하면서, 를 침공하자, 를 침공하였으나, 를 침공하지, 를 침공하여, 을 침공하는, 를 침공했다, 을 침공하기, 를 침공한다, 으로 침공하여, 가 침공해오, 으로 침공했다, 를 침공했을, 으로 침공하였, 로 침공하여, 를 침공하는, 를 침공해왔, 를 침공했고, 를 침공함으로써, 를 침공하고자, 이 침공해왔, 을 침공할때, 을 침공했고, 가 침공하자, 를 침공할때, 를 침공하였으며, 를 침공하기, 를 침공했지만, 에 침공하기, 를 침공한이후, 를 침공할수, 를 침공하게, 을 침공하게, 이 침공해오, 에 침공하여, 이 침공하여, 를 침공할것, 을 침공했지만, 을 침공했을, 에 침공했다, 를 침공한후, 을 침공하였으나, 을 침공한다, 를 침공한것, 를 침공한사건, 이 침공하자, 을 침공한것, 로 침공하였"
통제,2527,13,25,43,"을 통제하고, 의 통제하에, 을 통제하였, 를 통제하는, 를 통제하기, 를 통제했다, 가 통제하는, 을 통제했다, 을 통제할수, 을 통제하는, 을 통제하기, 가 통제할수, 을 통제하려고, 을 통제하였으며, 를 통제할수, 을 통제하며, 을 통제하지, 을 통제하던, 으로 통제하기, 으로 통제할수, 을 통제하려, 을 통제하게, 을 통제한다, 을 통제하려는, 를 통제하고, 을 통제하면서, 이 통제하고, 이 통제하는, 를 통제하여, 를 통제하였, 를 통제하게, 으로 통제하는, 를 통제하지, 을 통제하여, 를 통제한다, 이 통제할수, 를 통제함으로써, 으로 통제하고, 을 통제하거나, 를 통제하려는, 도 통제할수, 을 통제함으로써, 을 통제하고자"
주둔,2513,9,32,46,"에 주둔하고, 에 주둔하던, 에 주둔해있, 이 주둔하고, 에 주둔했고, 에 주둔하는, 에 주둔한제, 이 주둔해있, 에 주둔한미국, 이 주둔하는, 이 주둔하던, 에 주둔하면서, 가 주둔하고, 에 주둔하였, 에 주둔한다, 이 주둔하여, 에 주둔하게, 이 주둔하게, 에 주둔하여, 이 주둔하였, 이 주둔하면서, 가 주둔하던, 에 주둔하며, 에 주둔하기, 에 주둔했다, 에 주둔했던, 이 주둔하자, 에 주둔했었다, 에 주둔한미군, 에 주둔하였으며, 가 주둔하였, 에서 주둔하던, 에 주둔한일본군, 이 주둔하기, 가 주둔하는, 에 주둔하다가, 이 주둔했다, 에 주둔한영국, 가 주둔했다, 가 주둔해있, 에서 주둔하고, 에 주둔하자, 에 주둔할수, 에 주둔한독일군, 에 주둔한군대, 까지 주둔하였"
승인,2509,13,37,54,"를 승인하지, 을 승인하였, 이 승인하는, 을 승인하다, 을 승인한다, 로 승인하고, 로 승인하지, 으로 승인하였, 으로 승인하는, 를 승인하였, 을 승인하는, 을 승인한것, 를 승인하는, 을 승인하여, 을 승인해주, 을 승인했다, 로 승인하였, 을 승인하면서, 를 승인하여, 를 승인했고, 을 승인하고, 의 승인하에, 을 승인하기, 을 승인했지만, 을 승인했고, 에 승인하였, 를 승인했다, 을 승인한후, 가 승인하는, 로 승인하는, 을 승인해줄, 을 승인할수, 이 승인하였, 를 승인하고, 을 승인하지, 으로 승인했다, 가 승인하였, 을 승인하게, 을 승인했으며,, 을 승인하였으나, 을 승인하였으며, 을 승인하거나, 을 승인하도록, 은 승인하지, 이 승인하지, 가 승인하지, 을 승인했다고, 로 승인했다, 을 승인하며, 을 승인함으로써, 를 승인한것, 으로 승인하고, 를 승인한다, 를 승인하기"
는,2506,17,142,96,"에 는하나의, 에 는한일, 에 는한국철도, 에 는한국전쟁, 에 는한계가, 에서 는한자를, 에 는한국과, 에 는한쌍, 에서 는하나의, 에 는해당되, 에 는한국과학, 에 는한민당, 에서 는한명, 에 는하루에, 으로 는한계가, 에 는한개, 에 는한자동맹, 에서 는한국의, 에서 는한국어를, 에 는한국의, 에 는한번, 에서 는한국전쟁, 에 는하버드대학교, 에서 는한일, 에 는한국이, 에서 는하루에, 에서 는한달, 에 는하계올림픽, 에 는한국에서, 에게 는하나의, 에 는한시간, 에 는한·, 으로 는한강을, 에 는한국최초, 으로 는할수, 에서 는해마다, 에서 는한사람, 에 는해마다, 에서 는한해, 에서 는한번, 에 는한때, 에 는하라, 에 는한해, 으로 는하나의, 에 는하느님의, 에서 는하나님의, 에 는하루평균, 에 는한글로, 에서 는해커가, 에 는하나이상, 에 는한가지, 에 는한나라, 에 는한경기, 에 는한달, 에서 는한때, 에 는한반도에, 에서 는한나라, 부터 는하이브리드), 에서 는한개, 에 는해적, 에 는한차례, 에서 는한국어로, 에서 는하지, 에 는한국을, 에 는한신, 에 는한사람, 로 는한번, 에 는하루종일, 에 는한명, 까지 는하지, 에 는해군의, 에 는해당하, 에 는한자로, 에서 는한경기, 에서 는해트트릭, 에 는한국에, 에서 는할수, 에 는하늘을, 에서 는한국과, 에 는해당지역, 에 는한화이글스, 에 는한신타이거스, 에 는하지, 에 는한국,, 에서 는한신타이거스, 에 는한마리, 에서 는한신, 에서 는해당지역, 에 는한양대학교, 에 는한국프로, 에 는한쪽, 에서 는한국어더빙, 에 는함께하, 에서 는해안선을, 에 는함열단층, 에서 는하이퍼레스큐"
마감,2497,6,26,41,"을 마감했다, 을 마감하였, 를 마감하고, 로 마감했다, 을 마감한그, 을 마감한다, 을 마감하고, 을 마감하였으며, 로 마감하였, 을 마감하는, 을 마감하여, 를 마감하게, 을 마감하게, 을 마감했고, 를 마감하였, 으로 마감하였, 를 마감한다, 를 마감했다, 로 마감하여, 을 마감할때, 로 마감하며, 으로 마감했다, 로 마감했고, 로 마감하면서, 을 마감한후, 을 마감했지만, 을 마감한것, 로 마감하고, 로 마감하게, 으로 마감하고, 를 마감하는, 을 마감하기, 을 마감하며, 로 마감하는, 을 마감하자, 를 마감했고, 을 마감했으며,, 로 마감했는데, 로 마감하였으며, 을 마감하면서, 을 마감한팀"
주,2488,16,28,45,"와 주한, 도 주한, 은 주한, 에 주해, 과 주한, 도 주했다, 이 주한, 에 주한, 을 주한, 의 주한, 는 주한, 도 주하는, 도 주하기, 에서 주한, 도 주하, 도 주하였으나, 도 주할때, 가 주한, 로 주한, 부터 주한, 으로 주한, 도 주하여, 도 주한다, 도 주했고, 도 주하던, 도 주하고, 도 주하자, 이 주해, 을 주해, 까지 주한, 를 주한, 도 주하였으며, 도 주한것, 도 주해, 의 주해, 도 주했다는, 의 주력함, 도 주하게, 도 주하다가, 이 주하, 도 주하다, 도 주했다가, 도 주하려, 도 주했지만, 도 주할수"
탄생,2488,14,31,45,"가 탄생하였, 이 탄생하게, 이 탄생했다, 가 탄생하다, 이 탄생하였, 이 탄생하는, 가 탄생했다, 로 탄생하였, 이 탄생하기, 가 탄생하게, 가 탄생하는, 에서 탄생했다, 에 탄생하여, 으로 탄생하였, 이 탄생한것, 가 탄생한다, 이 탄생하여, 이 탄생한다, 가 탄생한것, 이 탄생한곳, 도 탄생했다, 이 탄생하였으며, 이 탄생하고, 가 탄생했다는, 에 탄생하였, 가 탄생했고, 가 탄생하고, 가 탄생하기, 으로 탄생하게, 에서 탄생한것, 이 탄생했다고, 에서 탄생하였, 으로 탄생했다, 이 탄생할수, 가 탄생하면서, 에 탄생했다, 이 탄생하면서, 가 탄생하였으며, 가 탄생할수, 로서 탄생했다, 가 탄생하여, 로 탄생했다, 이 탄생했고, 로 탄생하게, 으로 탄생하다"
탈락,2486,11,30,49,"로 탈락하였, 에서 탈락하였, 로 탈락하여, 이 탈락하고, 가 탈락했다, 에서 탈락하는, 에서 탈락했다, 으로 탈락하였, 에 탈락하였, 에서 탈락하여, 에서 탈락하고, 는 탈락하였, 은 탈락했다, 가 탈락하고, 에서 탈락한뒤, 에서 탈락한팀, 로 탈락하고, 이 탈락했다, 에서 탈락하게, 에서 탈락하면서, 로 탈락하는, 로 탈락했다, 에 탈락하고, 에 탈락했다, 에서 탈락하며, 에서 탈락했지만, 에서 탈락하자, 으로 탈락했다, 는 탈락했다, 에서 탈락했고, 에서 탈락했던, 이 탈락하게, 이 탈락한다, 가 탈락한다, 에서 탈락한것, 에서 탈락한다, 은 탈락한다, 에서 탈락한후, 에서 탈락한8, 에서 탈락한4, 에 탈락하는, 에서 탈락하기, 에서 탈락한조, 에서 탈락했기, 에서 탈락한이후, 에서 탈락하였으나, 는 탈락한다, 이 탈락하였, 이 탈락하는"
동의,2466,15,32,51,"에 동의하지, 으로 동의하였, 는 동의한다, 에 동의하였, 에 동의하는, 을 동의하였, 에 동의한다, 는 동의하지, 에 동의하고, 로 동의했다, 에 동의할수, 은 동의하지, 이 동의하지, 에 동의했고, 에 동의했다, 이 동의하는, 에 동의하면서, 에 동의하며, 에 동의할것, 는 동의했지만, 는 동의하고, 이 동의하고, 로 동의하였, 에 동의하지만, 가 동의하지, 도 동의하지, 에 동의하기, 에 동의하도록, 이 동의했다, 에 동의하여, 의 동의하에, 으로 동의했다, 에 동의한것, 에 동의했다고, 는 동의할수, 에 동의했지만, 는 동의하였, 에 동의했으며,, 도 동의하였, 에 동의한후, 는 동의했다, 로 동의한다, 이 동의한다, 에 동의하게, 로 동의했고, 도 동의했다, 이 동의하여, 으로 동의하지, 가 동의하는, 에 동의함으로써, 는 동의하지만"
진학,2458,8,31,41,"에 진학하였으며, 에 진학했다, 에 진학하여, 에 진학하지, 에 진학하기, 에 진학하는, 에 진학한다, 에 진학했지만, 에 진학하였, 으로 진학하였, 로 진학하여, 로 진학했다, 에 진학할수, 에 진학하고, 에 진학한뒤, 로 진학한다, 로 진학하였, 로 진학할수, 에 진학하였으나, 에 진학하게, 로 진학하면서, 에 진학하며, 에 진학하면서, 에 진학했으며,, 로 진학했고, 으로 진학하여, 에 진학했는데, 로 진학하게, 으로 진학했다, 에 진학하지만, 으로 진학한다, 에 진학해서는, 로 진학하는, 에 진학한후, 에 진학할때, 에 진학했고, 에 진학한이후, 에 진학할준비, 에 진학한그, 으로 진학하는, 에 진학했다가"
개선,2453,9,29,38,"를 개선하기, 를 개선하고, 을 개선하기, 을 개선하는, 으로 개선하고, 를 개선하며, 을 개선하고자, 을 개선할수, 를 개선하는, 으로 개선하였, 을 개선했다, 으로 개선하는, 을 개선한다, 를 개선하여, 를 개선할수, 를 개선했다, 을 개선하여, 을 개선하려는, 을 개선하고, 를 개선하지, 를 개선하였, 를 개선하려는, 을 개선하였으며, 을 개선하려고, 을 개선하거나, 으로 개선할수, 을 개선함으로써, 을 개선하도록, 을 개선하였, 을 개선한것, 을 개선하면서, 을 개선하며, 를 개선하고자, 를 개선한다, 을 개선하지, 로 개선하였, 를 개선하거나, 으로 개선한다"
극복,2445,12,29,37,"을 극복하는, 를 극복할수, 를 극복하였, 를 극복하고, 을 극복해내, 을 극복하며, 를 극복하는, 을 극복하고, 을 극복하기, 을 극복하지, 을 극복하도록, 를 극복하기, 을 극복하여, 을 극복하고자, 를 극복했다, 를 극복하지, 를 극복하고자, 를 극복하려는, 을 극복했다, 를 극복하며, 으로 극복할수, 을 극복할수, 을 극복하였, 를 극복하려고, 를 극복하여, 을 극복하려는, 을 극복하게, 을 극복해나가, 으로 극복하고, 를 극복하게, 을 극복해야한다, 을 극복하려고, 을 극복한다, 을 극복하면서, 를 극복한다, 을 극복해가, 으로 극복하는"
도모,2443,2,36,39,"을 도모함을, 를 도모하고자, 을 도모하여, 을 도모하였, 을 도모하기, 을 도모하고, 을 도모하게, 을 도모하였으나, 을 도모하려, 을 도모하는, 을 도모했지만, 를 도모하였, 을 도모하며, 를 도모하고, 을 도모하고자, 을 도모할수, 을 도모함과, 을 도모한다, 을 도모했다, 을 도모하면서, 을 도모함으로써, 를 도모했다, 를 도모하였으나, 를 도모하여, 를 도모하기, 을 도모하려는, 을 도모한것, 을 도모하다가, 을 도모하려고, 를 도모하다가, 를 도모하는, 을 도모하지만, 를 도모한다, 을 도모하도록, 를 도모할수, 을 도모할것, 을 도모할목적, 을 도모하지, 을 도모하자"
계획,2432,14,36,53,"을 계획했다, 을 계획하는, 를 계획하고, 를 계획하는, 를 계획했다, 을 계획했던, 로 계획했다, 을 계획한다, 을 계획하였, 을 계획하게, 을 계획하고, 를 계획하였, 를 계획하기, 를 계획했고, 이 계획하고, 을 계획하기, 를 계획하였으나, 를 계획했지만, 을 계획하며, 을 계획할수, 으로 계획했다, 로 계획하였으나, 로 계획하였, 을 계획하였으나, 을 계획할당시, 을 계획한것, 을 계획했지만, 가 계획했던, 를 계획하여, 를 계획한다, 으로 계획하고, 로 계획한다, 를 계획했다가, 을 계획하면서, 을 계획했고, 가 계획하고, 을 계획하였으며, 을 계획하여, 을 계획했을, 을 계획했으며,, 을 계획할때, 을 계획하지만, 도 계획하고, 을 계획했으나,, 이 계획했던, 을 계획했다는, 로 계획하고, 을 계획하던, 를 계획하면서, 의 계획하에, 에 계획했던, 을 계획하다가, 를 계획하게"
정복,2423,11,41,51,"를 정복하고, 를 정복하였, 를 정복하여, 를 정복하다, 를 정복했다, 을 정복하였, 을 정복하는, 을 정복하여, 을 정복하고, 를 정복하기, 를 정복할때, 를 정복한후, 를 정복하면서, 을 정복하면서, 를 정복하고자, 를 정복한것, 을 정복한뒤, 을 정복하며, 을 정복한다, 을 정복하였으며, 을 정복하게, 을 정복한후, 를 정복할수, 을 정복하기, 을 정복했다, 를 정복하는, 를 정복한뒤, 을 정복함으로써, 를 정복하려는, 를 정복하면, 를 정복하며, 을 정복할때, 를 정복함으로써, 을 정복한이후, 를 정복한다, 을 정복했고, 을 정복했던, 를 정복했을, 을 정복했을, 을 정복할수, 을 정복하려, 를 정복하려고, 를 정복하자, 를 정복한자, 를 정복했고, 를 정복한이후, 을 정복하려고, 를 정복했다고, 를 정복하려, 을 정복한것, 을 정복했다고"
방영,2418,12,44,64,"에서 방영했다, 에서 방영하기, 을 방영하였, 로 방영하였, 에서 방영하였, 를 방영했다, 에서 방영하는, 에서 방영하고, 을 방영하여, 에 방영한KBS, 에서 방영한드라마, 에서 방영한TV, 에 방영한MBC, 에 방영한드라마, 을 방영한다, 를 방영하는, 에 방영했다, 에 방영한SBS, 까지 방영한문화방송, 에 방영했으며,, 으로 방영했다, 까지 방영하였, 을 방영하기, 를 방영한다, 까지 방영했다, 에 방영하였, 를 방영하고, 을 방영했다, 부터 방영하고, 으로 방영하였, 를 방영하였, 에 방영하는, 까지 방영하고, 에 방영하고, 으로 방영하는, 로 방영했다, 까지 방영한드라마, 에 방영한《, 을 방영하는, 까지 방영한SBS, 에서 방영한《, 까지 방영한KBS, 를 방영하기, 을 방영하고, 에서 방영한미국, 으로 방영하고, 까지 방영하였으며, 에 방영했고, 에 방영한대한민국, 에서 방영했던, 부터 방영하였, 에서 방영한시트콤, 에 방영했던, 까지 방영했던, 에서 방영한텔레비전, 로 방영하고, 에서 방영한프로그램, 에서 방영했으며,, 에서 방영한베스트, 까지 방영한일, 에서 방영한애니메이션, 까지 방영했으며,, 까지 방영한미국, 까지 방영한어린이"
활발,2417,18,41,56,"에 활발하게, 에서 활발한활동, 도 활발하다, 가 활발하다, 이 활발하였, 도 활발하게, 으로 활발하게, 이 활발해지, 를 활발하게, 이 활발하여, 이 활발하며, 에 활발한활동, 가 활발하고, 이 활발하고, 까지 활발하게, 이 활발하다, 이 활발했던, 의 활발한활동, 이 활발하게, 가 활발하게, 에서 활발하게, 을 활발하게, 과 활발하게, 도 활발하여, 로서 활발한활동, 도 활발해졌다, 으로 활발한활동, 부터 활발하게, 가 활발해졌다, 도 활발했다, 은 활발하게, 이 활발해졌고, 이 활발했다, 에서 활발한연구, 가 활발하였, 가 활발해지, 이 활발해진다, 이 활발한곳, 도 활발한활동, 이 활발해졌다, 이 활발하던, 이 활발했고, 까지 활발한활동, 로 활발하게, 과 활발한교류, 이 활발하지, 는 활발하게, 가 활발했던, 이 활발한활화산, 도 활발한편, 로 활발한활동, 의 활발한교류, 가 활발하여, 로서 활발하게, 이 활발한지역, 가 활발해졌고"
착용,2416,14,38,63,"을 착용하거나, 을 착용해야한다, 에 착용한다, 이 착용했던, 을 착용하였, 를 착용하고, 를 착용하는, 가 착용했던, 을 착용했다, 를 착용했고, 을 착용해야하, 을 착용한다, 을 착용하게, 를 착용하게, 을 착용하고, 를 착용하기, 를 착용해야한다, 을 착용하는, 를 착용할수, 를 착용하며, 를 착용한다, 으로 착용한다, 에 착용하는, 를 착용하지, 을 착용하지, 를 착용했다, 을 착용하기, 을 착용한채, 에서 착용하는, 으로 착용하는, 이 착용하는, 를 착용함으로써, 을 착용하도록, 가 착용하는, 를 착용하였, 을 착용한모습, 에 착용하고, 을 착용했고, 을 착용하여, 을 착용할수, 에 착용했던, 를 착용하여, 을 착용하였으며, 를 착용하도록, 가 착용하고, 를 착용하면, 을 착용하며, 를 착용한채, 이 착용한다, 을 착용한상태, 을 착용한것, 에 착용하기, 를 착용한모습, 을 착용하면, 으로 착용했다, 를 착용하였으며, 는 착용하지, 를 착용한상태, 에 착용할수, 를 착용한것, 이 착용하고, 를 착용할것, 를 착용했으며,"
만족,2409,12,34,47,"을 만족해야한다, 을 만족하는, 을 만족하는지, 를 만족하는, 을 만족하게, 을 만족하면, 을 만족함을, 를 만족한다, 을 만족한다, 를 만족해야한다, 가 만족하는, 으로 만족하는, 를 만족하지, 에 만족하지, 을 만족할때, 에 만족하는, 에 만족하였, 을 만족하지, 는 만족하지, 에 만족하며, 도 만족하지, 을 만족하도록, 을 만족할경우, 을 만족하기, 에 만족하고, 에 만족해야만, 를 만족하도록, 으로 만족하지, 을 만족한다:, 를 만족하고, 를 만족하면, 을 만족할수, 이 만족할만, 을 만족하여야, 으로 만족해야했, 에 만족해야했, 을 만족하며, 을 만족하고, 을 만족하면서, 이 만족하는, 에 만족했다, 에 만족하여, 을 만족하므로, 에 만족한다, 에 만족했지만, 을 만족한다고하, 에 만족할수"
조절,2403,8,18,30,"을 조절하기, 을 조절하는, 를 조절한다, 을 조절하여, 을 조절한다, 를 조절하는, 을 조절하고, 을 조절해주, 을 조절할수, 을 조절함으로써, 를 조절하기, 를 조절하게, 을 조절하며, 를 조절할수, 까지 조절할수, 를 조절하여, 를 조절함으로써, 으로 조절한다, 으로 조절하는, 으로 조절할수, 를 조절하고, 를 조절하거나, 를 조절하였, 을 조절하거나, 를 조절하며, 을 조절하게, 로 조절할수, 를 조절하지, 을 조절하지, 도 조절할수"
격파,2396,8,27,46,"을 격파하다, 를 격파하다, 를 격파하면서, 를 격파하였, 을 격파하고, 을 격파했다, 를 격파하고, 을 격파하였으나, 을 격파하였, 에서 격파했다, 를 격파했다, 을 격파하여, 으로 격파하고, 으로 격파하였, 에서 격파하여, 를 격파하여, 을 격파하기, 을 격파한것, 를 격파한후, 을 격파한뒤, 을 격파한다, 에서 격파하고, 를 격파하였으나, 을 격파하였으며, 을 격파함으로써, 을 격파하며, 를 격파하는, 을 격파했고, 를 격파하며, 에서 격파하였, 를 격파한뒤, 를 격파하기, 을 격파할수, 를 격파한다, 을 격파하는, 로 격파하며, 를 격파할수, 로 격파하고, 을 격파한후, 을 격파하면서, 를 격파하였으며, 를 격파했고, 을 격파하자, 을 격파한전투, 로 격파했다, 으로 격파했다"
선포,2389,10,29,41,"을 선포하였으나, 을 선포하고, 을 선포하면서, 을 선포하여, 을 선포하였, 을 선포할때, 을 선포할수, 를 선포했다, 을 선포했다, 으로 선포하였, 로 선포하였, 을 선포하게, 을 선포하다, 를 선포하여, 를 선포하고, 를 선포하였으며, 를 선포하였, 을 선포하며, 을 선포한다, 을 선포하는, 로 선포했다, 으로 선포하고, 을 선포하기, 으로 선포했다, 을 선포했고, 로 선포하고, 을 선포한이후, 을 선포한후, 을 선포하였으며, 을 선포하지, 을 선포했지만, 을 선포하자, 를 선포하면서, 을 선포했으나,, 를 선포하며, 를 선포한다, 를 선포하는, 을 선포함으로써, 을 선포한것, 을 선포했으며,, 을 선포한뒤"
감독,2388,9,27,47,"의 감독하에, 을 감독하며, 을 감독하기, 을 감독하였으며, 을 감독하는, 을 감독한다, 를 감독했고, 를 감독하며, 을 감독하던, 를 감독하기, 가 감독하고, 를 감독하였, 을 감독하면서, 가 감독하는, 를 감독하게, 를 감독하고, 가 감독했다, 이 감독하고, 을 감독하였, 이 감독하였, 을 감독하고, 를 감독하는, 를 감독한다, 이 감독하는, 을 감독하게, 을 감독했다, 가 감독한이, 이 감독한영화, 가 감독하였으며, 가 감독한영화, 가 감독하였, 이 감독했다, 을 감독한것, 가 감독했고, 를 감독하여, 을 감독하여, 를 감독했다, 가 감독한《, 가 감독한미국, 이 감독한뮤직, 을 감독했고, 이 감독했고, 이 감독한《, 가 감독했으며,, 가 감독한뮤직, 이 감독하였으며, 를 감독했으며,"
배출,2388,10,31,47,"를 배출해내, 을 배출했다, 을 배출하였, 로 배출한다, 을 배출하는, 를 배출하는, 를 배출했고, 을 배출하였으며, 를 배출할수, 을 배출해냈다, 을 배출하면서, 을 배출했고, 를 배출한다, 을 배출하고, 을 배출하며, 를 배출하였, 를 배출하고, 를 배출하지, 를 배출하여, 을 배출하여, 를 배출하기, 을 배출하기, 를 배출했다, 을 배출할수, 을 배출한가문, 를 배출했으며,, 를 배출하게, 를 배출하며, 을 배출해낸, 를 배출하였으며, 을 배출한다, 을 배출하지, 를 배출해낸, 을 배출했으며,, 을 배출해내, 을 배출하게, 을 배출한것, 도 배출하지, 을 배출했는데, 로 배출하는, 으로 배출한다, 을 배출해왔, 를 배출한것, 를 배출한가문, 을 배출해냈, 으로 배출하는, 에서 배출하는"
회복,2382,16,36,55,"를 회복하고, 을 회복하는, 을 회복할수, 을 회복하지, 을 회복하고, 를 회복하는, 을 회복했다, 를 회복했고, 을 회복하여, 을 회복하게, 을 회복했고, 을 회복한자, 를 회복하였, 을 회복하기, 를 회복하기, 로 회복하는, 을 회복한것, 를 회복한다, 을 회복한후, 을 회복하였, 를 회복하지, 를 회복하고자, 를 회복할수, 를 회복했다, 을 회복할것, 으로 회복하였, 을 회복할때, 을 회복하고자, 을 회복하려고, 를 회복하게, 을 회복하면서, 로 회복하였, 을 회복하였으나, 를 회복하며, 를 회복한것, 를 회복하여, 을 회복했지만, 을 회복하려는, 을 회복한다, 에서 회복하여, 를 회복하였으나, 에서 회복하기, 으로부터 회복하는, 에서 회복하는, 를 회복하려고, 를 회복하겠, 을 회복하자, 를 회복하려, 을 회복한뒤, 을 회복하였으며, 을 회복하며, 에서 회복하고, 에서 회복하지, 를 회복하려는, 을 회복하려"
부정,2376,14,29,40,"은 부정할수, 을 부정한다, 도 부정할수, 으로 부정하고, 은 부정했다, 을 부정하고, 을 부정했다, 를 부정하지, 를 부정하고, 를 부정하는, 을 부정하지, 을 부정하는, 을 부정하였, 를 부정했다, 을 부정하면서, 을 부정하기, 를 부정하면서, 를 부정하며, 을 부정하여, 를 부정한다, 를 부정하거나, 을 부정할수, 으로 부정하는, 를 부정하였, 을 부정하며, 을 부정한것, 을 부정하게, 를 부정하게, 를 부정하기, 를 부정한것, 을 부정함으로써, 을 부정하였으며, 을 부정했고, 을 부정하거나, 를 부정하여, 은 부정하고, 를 부정했지만, 를 부정했고, 를 부정할수, 과 부정한성교"
결심,2376,3,26,31,"로 결심하였, 로 결심하고, 로 결심한다, 로 결심했다, 을 결심했다, 을 결심했다고, 을 결심하였, 을 결심하지만, 를 결심한다, 을 결심한다, 을 결심하게, 을 결심하고, 를 결심하고, 로 결심하여, 을 결심한것, 로 결심했지만, 를 결심했다, 를 결심하게, 로 결심한것, 로 결심했고, 로 결심하다, 을 결심했고, 로 결심했다고, 를 결심하였, 로 결심하는데, 을 결심하여, 을 결심하기, 로 결심하지만, 로 결심하게, 로 결심한날, 을 결심하는"
그,2375,18,36,50,"는 그해, 에 그해, 로 그함수는, 은 그해, 과 그해의, 에서 그해의, 은 그해의, 은 그해8, 를 그리워하, 가 그해, 로 그해, 을 그리워하, 가 그해에, 과 그해, 는 그해의, 는 그해말, 는 그해에, 을 그리워했, 이 그해의, 으로 그해, 은 그해12, 이 그해, 는 그해7, 는 그해12, 은 그해7, 부터 그해, 에 그해에, 는 그해9, 은 그해말, 는 그해5, 는 그해여름, 을 그해, 를 그리워했, 를 그해, 는 그해11, 에게 그해, 에서 그해, 은 그해에, 도 그해, 도 그해에, 로 그해에, 은 그해10, 는 그해10, 와 그해, 으로 그해에, 는 그해8, 은 그해11, 의 그해, 이 그하나이, 는 그해이긴"
분리,2366,18,31,54,"을 분리하였, 을 분리하지, 을 분리하는, 에서 분리하여, 을 분리하여, 에서 분리하고, 으로 분리하여, 로 분리하였, 를 분리한다, 으로 분리하였, 으로 분리한것, 를 분리할수, 를 분리하기, 로 분리한다, 로 분리하여, 으로 분리하고, 으로 분리한다, 을 분리했다, 로 분리하는, 를 분리해내, 과 분리하여, 을 분리하고, 에서 분리하는, 을 분리하기, 으로 분리할수, 를 분리하여, 을 분리할수, 로 분리할수, 는 분리하여, 으로부터 분리하여, 를 분리하고, 로 분리하고, 를 분리하였, 을 분리한다, 로 분리했다, 으로 분리하는, 를 분리한후, 으로 분리했다, 와 분리하여, 를 분리하는, 으로부터 분리하는, 으로 분리하기, 을 분리해내, 과 분리하는, 에서 분리하였, 로부터 분리하는, 에서 분리할수, 를 분리했다, 를 분리하지, 로부터 분리하여, 에 분리하여, 에서 분리한다, 을 분리한후, 에서 분리한쇄설"
합의,2358,14,31,43,"에 합의하다, 에 합의했고, 가 합의하여, 에 합의했다고, 로 합의하였, 를 합의하였, 으로 합의하였, 에 합의했다, 에 합의하고, 에 합의하였, 의 합의하에, 에 합의하는, 로 합의했다, 을 합의하여, 이 합의하여, 을 합의하였, 로 합의했고, 로 합의하면서, 로 합의했으며,, 에 합의하여, 을 합의하고, 으로 합의했다, 에 합의하면서, 과 합의하여, 에 합의하였으며, 에 합의하였으나, 로 합의한것, 로 합의하였으나, 로 합의했다고, 에 합의하지, 에 합의한다, 로 합의하고, 에 합의하며, 로 합의하여, 와 합의하여, 을 합의했다, 과 합의했다, 도 합의했다, 로 합의한다, 에 합의함에, 에 합의했으며,, 로 합의하였으며, 로 합의했지만"
